"play_id","session_id","content_id","skipped","seconds_played"
"P00075439","SS00026880","C026741","",652
"P00075440","SS00026881","C021982","",177
"P00075441","SS00026881","C015927","",1404
"P00075442","SS00026882","C010395","",1837
"P00075443","SS00026882","C006695",1,31
"P00075444","SS00026883","C028552","",155
"P00075445","SS00026883","C032973","",224
"P00075446","SS00026884","C013584",1,38
"P00075447","SS00026884","C000651","",163
"P00075448","SS00026884","C021320","",216
"P00075449","SS00026884","C011553",1,39
"P00075450","SS00026884","C020074",1,30
"P00075451","SS00026885","C010629","",1577
"P00075452","SS00026885","C000445","",541
"P00075453","SS00026885","C024226","",1368
"P00075454","SS00026886","C011506",1,37
"P00075455","SS00026886","C026253","",205
"P00075456","SS00026886","C028584","",186
"P00075457","SS00026887","C023232",1,36
"P00075458","SS00026887","C016395","",384
"P00075459","SS00026888","C028062","",1094
"P00075460","SS00026888","C026914","",158
"P00075461","SS00026889","C008022","",1721
"P00075462","SS00026889","C005291","",216
"P00075463","SS00026890","C032397","",959
"P00075464","SS00026890","C022654","",269
"P00075465","SS00026891","C003070","",98
"P00075466","SS00026891","C026451",1,35
"P00075467","SS00026892","C022075","",176
"P00075468","SS00026892","C023044","",89
"P00075469","SS00026893","C026861",1,19
"P00075470","SS00026893","C028787","",229
"P00075471","SS00026894","C001093","",270
"P00075472","SS00026894","C024100","",171
"P00075473","SS00026895","C027157",1,11
"P00075474","SS00026895","C020987","",130
"P00075475","SS00026895","C001528","",221
"P00075476","SS00026896","C014788","",1096
"P00075477","SS00026896","C014348","",141
"P00075478","SS00026897","C023367","",208
"P00075479","SS00026897","C013353","",112
"P00075480","SS00026897","C031520","",641
"P00075481","SS00026898","C025429","",222
"P00075482","SS00026898","C015393","",172
"P00075483","SS00026898","C017743","",162
"P00075484","SS00026899","C025965",1,6
"P00075485","SS00026899","C032194","",1302
"P00075486","SS00026899","C007514","",1288
"P00075487","SS00026899","C007673","",279
"P00075488","SS00026900","C014574",1,30
"P00075489","SS00026900","C025089","",192
"P00075490","SS00026900","C022595","",1034
"P00075491","SS00026900","C033747","",251
"P00075492","SS00026900","C017872","",142
"P00075493","SS00026900","C014108",1,44
"P00075494","SS00026900","C012050","",279
"P00075495","SS00026900","C030581","",268
"P00075496","SS00026901","C028411","",635
"P00075497","SS00026901","C025993",1,38
"P00075498","SS00026901","C018955","",656
"P00075499","SS00026901","C026848",1,37
"P00075500","SS00026902","C030379","",138
"P00075501","SS00026902","C014612","",1979
"P00075502","SS00026903","C014751","",1271
"P00075503","SS00026903","C029017","",1706
"P00075504","SS00026903","C031206","",167
"P00075505","SS00026903","C019685",1,17
"P00075506","SS00026904","C000595","",107
"P00075507","SS00026904","C031917",1,29
"P00075508","SS00026904","C019044",1,23
"P00075509","SS00026905","C003490","",148
"P00075510","SS00026905","C018981","",235
"P00075511","SS00026905","C015499","",1038
"P00075512","SS00026906","C000870",1,25
"P00075513","SS00026906","C023231",1,32
"P00075514","SS00026906","C004085","",1746
"P00075515","SS00026907","C017819",1,31
"P00075516","SS00026907","C015972","",1664
"P00075517","SS00026908","C012655","",104
"P00075518","SS00026908","C002333","",285
"P00075519","SS00026908","C022479",1,27
"P00075520","SS00026909","C005420","",172
"P00075521","SS00026909","C027638","",114
"P00075522","SS00026910","C030098","",1141
"P00075523","SS00026910","C014788","",1650
"P00075524","SS00026910","C031573","",153
"P00075525","SS00026911","C022901","",228
"P00075526","SS00026911","C033805","",169
"P00075527","SS00026912","C032826","",1555
"P00075528","SS00026912","C003341","",210
"P00075529","SS00026912","C033642","",145
"P00075530","SS00026912","C021241","",2205
"P00075531","SS00026913","C015565","",1850
"P00075532","SS00026913","C003678","",110
"P00075533","SS00026913","C018489",1,12
"P00075534","SS00026914","C030420","",197
"P00075535","SS00026914","C021634","",277
"P00075536","SS00026914","C031204","",161
"P00075537","SS00026914","C005781","",884
"P00075538","SS00026915","C032609","",1225
"P00075539","SS00026915","C029191","",85
"P00075540","SS00026916","C004723","",124
"P00075541","SS00026916","C022392",1,23
"P00075542","SS00026917","C020127","",154
"P00075543","SS00026917","C002521",1,8
"P00075544","SS00026917","C020793",1,16
"P00075545","SS00026918","C011711","",141
"P00075546","SS00026918","C012867","",124
"P00075547","SS00026919","C014914","",105
"P00075548","SS00026919","C017433","",241
"P00075549","SS00026920","C013223","",280
"P00075550","SS00026920","C026671","",236
"P00075551","SS00026921","C031813",1,6
"P00075552","SS00026921","C015729","",195
"P00075553","SS00026921","C002517","",222
"P00075554","SS00026922","C010103","",209
"P00075555","SS00026922","C003905","",2856
"P00075556","SS00026922","C033124","",114
"P00075557","SS00026923","C014616",1,12
"P00075558","SS00026923","C030077","",227
"P00075559","SS00026924","C025417","",152
"P00075560","SS00026924","C025208","",1469
"P00075561","SS00026924","C027266","",157
"P00075562","SS00026925","C004827",1,16
"P00075563","SS00026925","C013071","",230
"P00075564","SS00026925","C000299","",122
"P00075565","SS00026925","C026147","",105
"P00075566","SS00026925","C022439","",1129
"P00075567","SS00026926","C009209","",241
"P00075568","SS00026926","C018379",1,42
"P00075569","SS00026926","C000992","",248
"P00075570","SS00026926","C006741","",113
"P00075571","SS00026927","C010548","",935
"P00075572","SS00026927","C027724","",173
"P00075573","SS00026927","C027489",1,42
"P00075574","SS00026928","C001780","",133
"P00075575","SS00026928","C022125",1,31
"P00075576","SS00026928","C009168","",1127
"P00075577","SS00026929","C009195","",228
"P00075578","SS00026929","C022386","",268
"P00075579","SS00026930","C002639","",176
"P00075580","SS00026930","C010832",1,5
"P00075581","SS00026931","C031932","",187
"P00075582","SS00026931","C015294",1,18
"P00075583","SS00026931","C015788",1,15
"P00075584","SS00026932","C026937","",129
"P00075585","SS00026932","C023563","",177
"P00075586","SS00026932","C028315","",318
"P00075587","SS00026933","C033314","",118
"P00075588","SS00026933","C030656","",187
"P00075589","SS00026933","C010854","",120
"P00075590","SS00026933","C026739","",441
"P00075591","SS00026934","C022180","",208
"P00075592","SS00026934","C024428","",1441
"P00075593","SS00026934","C003820","",704
"P00075594","SS00026934","C020858","",1234
"P00075595","SS00026934","C007991","",263
"P00075596","SS00026935","C002711","",415
"P00075597","SS00026935","C030931","",223
"P00075598","SS00026935","C023080","",262
"P00075599","SS00026936","C017835",1,30
"P00075600","SS00026936","C022735","",116
"P00075601","SS00026937","C022988","",255
"P00075602","SS00026937","C029603",1,27
"P00075603","SS00026938","C029758","",231
"P00075604","SS00026938","C008289","",1725
"P00075605","SS00026939","C005094","",188
"P00075606","SS00026939","C013717","",200
"P00075607","SS00026940","C004150","",206
"P00075608","SS00026940","C003622",1,15
"P00075609","SS00026940","C004026","",1516
"P00075610","SS00026941","C009093","",780
"P00075611","SS00026941","C013166","",172
"P00075612","SS00026942","C004225",1,33
"P00075613","SS00026942","C020455","",160
"P00075614","SS00026942","C004118","",1969
"P00075615","SS00026942","C021246",1,15
"P00075616","SS00026943","C007340","",150
"P00075617","SS00026943","C024666","",117
"P00075618","SS00026944","C020853","",1665
"P00075619","SS00026944","C012280","",138
"P00075620","SS00026944","C008896","",1795
"P00075621","SS00026945","C007559","",933
"P00075622","SS00026945","C014691","",1116
"P00075623","SS00026946","C012557","",230
"P00075624","SS00026946","C008384","",125
"P00075625","SS00026947","C016524","",218
"P00075626","SS00026947","C030014","",468
"P00075627","SS00026948","C018837","",200
"P00075628","SS00026948","C015731","",95
"P00075629","SS00026949","C009487","",142
"P00075630","SS00026949","C012494","",107
"P00075631","SS00026949","C025567","",258
"P00075632","SS00026949","C017643","",865
"P00075633","SS00026950","C006394","",154
"P00075634","SS00026950","C014271","",258
"P00075635","SS00026951","C007175",1,44
"P00075636","SS00026951","C007198","",215
"P00075637","SS00026951","C001808",1,16
"P00075638","SS00026952","C029411","",281
"P00075639","SS00026952","C015662",1,22
"P00075640","SS00026953","C002756","",131
"P00075641","SS00026953","C027251","",1438
"P00075642","SS00026953","C004798","",123
"P00075643","SS00026953","C023343","",201
"P00075644","SS00026954","C029685","",527
"P00075645","SS00026954","C005098","",996
"P00075646","SS00026955","C010039","",158
"P00075647","SS00026955","C017000","",210
"P00075648","SS00026955","C000996","",199
"P00075649","SS00026956","C007109",1,25
"P00075650","SS00026956","C009557",1,13
"P00075651","SS00026957","C031763","",147
"P00075652","SS00026957","C033839",1,36
"P00075653","SS00026958","C033699","",220
"P00075654","SS00026958","C016218","",167
"P00075655","SS00026959","C025240",1,20
"P00075656","SS00026959","C022489",1,44
"P00075657","SS00026959","C011758",1,13
"P00075658","SS00026959","C033323","",207
"P00075659","SS00026959","C021850","",427
"P00075660","SS00026960","C016974",1,31
"P00075661","SS00026960","C003675","",2879
"P00075662","SS00026960","C017715",1,10
"P00075663","SS00026960","C012720","",223
"P00075664","SS00026961","C029426","",215
"P00075665","SS00026961","C025162","",122
"P00075666","SS00026962","C001397","",1999
"P00075667","SS00026962","C008258",1,27
"P00075668","SS00026963","C005423","",735
"P00075669","SS00026963","C029595","",118
"P00075670","SS00026963","C015326","",861
"P00075671","SS00026963","C002727","",714
"P00075672","SS00026964","C002644","",221
"P00075673","SS00026964","C020835","",568
"P00075674","SS00026965","C009553","",548
"P00075675","SS00026965","C021180",1,31
"P00075676","SS00026965","C023709","",172
"P00075677","SS00026965","C031537",1,29
"P00075678","SS00026966","C019310","",453
"P00075679","SS00026966","C017540","",500
"P00075680","SS00026966","C033396","",555
"P00075681","SS00026966","C028509","",239
"P00075682","SS00026967","C024335","",112
"P00075683","SS00026967","C020093","",158
"P00075684","SS00026967","C020017","",217
"P00075685","SS00026968","C018008","",118
"P00075686","SS00026968","C016102","",1865
"P00075687","SS00026968","C021612","",149
"P00075688","SS00026969","C020210","",153
"P00075689","SS00026969","C032337","",416
"P00075690","SS00026970","C005843",1,40
"P00075691","SS00026970","C017822","",1809
"P00075692","SS00026971","C009612","",258
"P00075693","SS00026971","C018855","",191
"P00075694","SS00026972","C027846",1,10
"P00075695","SS00026972","C021399","",1768
"P00075696","SS00026972","C013987",1,42
"P00075697","SS00026973","C012803","",179
"P00075698","SS00026973","C018845","",276
"P00075699","SS00026973","C000518","",880
"P00075700","SS00026973","C016390","",1235
"P00075701","SS00026974","C023626","",120
"P00075702","SS00026974","C014353","",132
"P00075703","SS00026975","C011710","",1390
"P00075704","SS00026975","C025899","",145
"P00075705","SS00026975","C031291","",263
"P00075706","SS00026976","C031230","",124
"P00075707","SS00026976","C016618","",1056
"P00075708","SS00026977","C004027","",1815
"P00075709","SS00026977","C029274","",96
"P00075710","SS00026977","C031734","",276
"P00075711","SS00026978","C012543","",164
"P00075712","SS00026978","C015965",1,24
"P00075713","SS00026979","C015415","",1008
"P00075714","SS00026979","C031939",1,6
"P00075715","SS00026979","C029192",1,34
"P00075716","SS00026979","C006535",1,32
"P00075717","SS00026980","C012889","",201
"P00075718","SS00026980","C024342","",119
"P00075719","SS00026980","C020310","",1695
"P00075720","SS00026981","C026680","",1294
"P00075721","SS00026981","C003278","",1894
"P00075722","SS00026981","C008415","",126
"P00075723","SS00026982","C029277","",245
"P00075724","SS00026982","C008340","",2073
"P00075725","SS00026982","C011118","",123
"P00075726","SS00026983","C022538",1,15
"P00075727","SS00026983","C011318","",217
"P00075728","SS00026983","C001881","",1274
"P00075729","SS00026983","C015149",1,41
"P00075730","SS00026983","C023297","",196
"P00075731","SS00026984","C010296","",1785
"P00075732","SS00026984","C029403","",95
"P00075733","SS00026985","C031082","",206
"P00075734","SS00026985","C025419","",194
"P00075735","SS00026985","C017956","",113
"P00075736","SS00026985","C025470","",309
"P00075737","SS00026985","C024360","",130
"P00075738","SS00026986","C017698","",1274
"P00075739","SS00026986","C024062","",155
"P00075740","SS00026987","C033627","",216
"P00075741","SS00026987","C012565","",235
"P00075742","SS00026987","C020469","",164
"P00075743","SS00026987","C007012","",272
"P00075744","SS00026988","C010753",1,20
"P00075745","SS00026988","C018114","",118
"P00075746","SS00026988","C022702",1,16
"P00075747","SS00026989","C019397",1,39
"P00075748","SS00026989","C001692","",206
"P00075749","SS00026989","C025806","",143
"P00075750","SS00026990","C011790","",154
"P00075751","SS00026990","C018054",1,39
"P00075752","SS00026990","C008773",1,14
"P00075753","SS00026991","C004113",1,34
"P00075754","SS00026991","C018842","",580
"P00075755","SS00026992","C001181","",165
"P00075756","SS00026992","C003516",1,28
"P00075757","SS00026993","C028295","",465
"P00075758","SS00026993","C004089","",481
"P00075759","SS00026993","C026826","",1364
"P00075760","SS00026994","C010902","",549
"P00075761","SS00026994","C020156",1,19
"P00075762","SS00026995","C024777","",517
"P00075763","SS00026995","C010264",1,11
"P00075764","SS00026996","C009111","",531
"P00075765","SS00026996","C003278","",773
"P00075766","SS00026996","C014070","",1922
"P00075767","SS00026997","C030500",1,12
"P00075768","SS00026997","C024035","",158
"P00075769","SS00026998","C015604","",1855
"P00075770","SS00026998","C019164","",132
"P00075771","SS00026998","C016330","",797
"P00075772","SS00026998","C007239","",1954
"P00075773","SS00026999","C007180","",186
"P00075774","SS00026999","C021089",1,19
"P00075775","SS00026999","C007776",1,31
"P00075776","SS00026999","C016996","",123
"P00075777","SS00026999","C030897",1,40
"P00075778","SS00027000","C032694","",193
"P00075779","SS00027000","C004697",1,24
"P00075780","SS00027000","C026663","",188
"P00075781","SS00027000","C002058",1,25
"P00075782","SS00027001","C009670","",105
"P00075783","SS00027001","C000154","",199
"P00075784","SS00027002","C018800","",998
"P00075785","SS00027002","C013594","",199
"P00075786","SS00027002","C026254","",217
"P00075787","SS00027003","C023307","",1122
"P00075788","SS00027003","C002877",1,7
"P00075789","SS00027004","C027371",1,13
"P00075790","SS00027004","C011992","",1865
"P00075791","SS00027004","C005472",1,28
"P00075792","SS00027004","C015653","",226
"P00075793","SS00027005","C031103",1,24
"P00075794","SS00027005","C009848",1,11
"P00075795","SS00027005","C015950","",106
"P00075796","SS00027005","C026917","",226
"P00075797","SS00027005","C033847","",1151
"P00075798","SS00027006","C013012",1,11
"P00075799","SS00027006","C007874","",118
"P00075800","SS00027006","C019946",1,38
"P00075801","SS00027007","C020998",1,28
"P00075802","SS00027007","C001282","",276
